,balance,equity,balance_btc,equity_btc
4920,107774.5662936344,106795.12592566604,15.602085887438335,15.597679217285886
4980,107774.5662936344,107487.46078262848,15.602085887438335,15.599664572820977
5040,107774.5662936344,104661.47432901945,15.602085887438335,15.591398830738939
5100,107774.5662936344,104611.9877419095,15.602085887438335,15.591250188818734
5160,107774.5662936344,104838.57584494662,15.602085887438335,15.591929660605695
5220,107774.5662936344,104644.13015540212,15.602085887438335,15.591346750053955
5280,107774.5662936344,104714.4615750246,15.602085887438335,15.591557834907848
5340,107774.5662936344,105602.35596754366,15.602085887438335,15.594198964477277
5400,107774.5662936344,105619.85926201983,15.602085887438335,15.594250592354916
5460,107774.5662936344,105651.52431293584,15.602085887438335,15.594343949280493
5520,107774.5662936344,105241.78810133431,15.602085887438335,15.59313168613567
5580,107774.5662936344,106668.46572200202,15.602085887438335,15.597313269970613
5640,107774.5662936344,106643.48374715875,15.602085887438335,15.597240991316603
5700,107774.5662936344,106557.71760422546,15.602085887438335,15.596992597157683
5760,107774.5662936344,107273.12498572467,15.602085887438335,15.599052623380402
5820,107774.5662936344,106991.95842809364,15.602085887438335,15.598246221236735
5880,107774.5662936344,106578.08507416138,15.602085887438335,15.597051620489518
5940,107774.5662936344,106647.30264777174,15.602085887438335,15.597252042431995
6000,107774.5662936344,105680.3251883921,15.602085887438335,15.594428814247449
6060,107774.5662936344,105584.21618963199,15.602085887438335,15.59414544152089
6120,107774.5662936344,105582.30673932549,15.602085887438335,15.594139806477008
6180,107774.5662936344,105509.74762767876,15.602085887438335,15.5939255266977
6240,107774.5662936344,105359.69665776023,15.602085887438335,15.593481482355935
6300,107774.5662936344,105735.85836813926,15.602085887438335,15.594592320997961
6360,107774.5662936344,105556.37003932898,15.602085887438335,15.594063244008943
6420,107774.5662936344,105294.45710562174,15.602085887438335,15.593288032761214
6480,107774.5662936344,105405.52346511604,15.602085887438335,15.593617228581877
6540,107774.5662936344,105771.50144052714,15.602085887438335,15.594697176500087
6600,107774.5662936344,105903.73087425175,15.602085887438335,15.595085567360112
6660,107774.5662936344,105542.84476632465,15.602085887438335,15.594023304166072
6720,107774.5662936344,105673.0056288839,15.602085887438335,15.594407250652107
6780,107774.5662936344,105644.04563256876,15.602085887438335,15.594321905104533
6840,107774.5662936344,105919.16559756258,15.602085887438335,15.595130841051585
6900,107774.5662936344,105912.48252148984,15.602085887438335,15.595111239597466
6960,107774.5662936344,105850.10714481107,15.602085887438335,15.594928175713642
7020,107774.5662936344,105184.6637129984,15.602085887438335,15.592961940361329
7080,107774.5662936344,105803.16649144315,15.602085887438335,15.594790271300422
7140,107774.5662936344,105919.0064767037,15.602085887438335,15.595130374378469
7200,107774.5662936344,105631.15684299993,15.602085887438335,15.594283906898868
7260,107774.5662936344,106947.40458760883,15.602085887438335,15.598118056715933
7320,107774.5662936344,106738.47889990677,15.602085887438335,15.597515657636924
7380,107774.5662936344,106435.67190546881,15.602085887438335,15.596638454438176
7440,107774.5662936344,106926.24151337854,15.602085887438335,15.598057141891227
7500,109027.57004003723,108380.92440520815,15.603810666305613,15.60218993182315
7560,109027.57004003723,108934.88340467938,15.603810666305613,15.603810666305613
7620,109027.57004003723,110594.19263093431,15.603810666305613,15.60381066630561
7680,109027.57004003723,109944.60599289602,15.603810666305613,15.603810666305613
7740,109027.57004003723,109735.51492996751,15.603810666305613,15.603810666305613
7800,109027.57004003723,110764.74228151703,15.603810666305613,15.603810666305613
7860,109027.57004003723,110568.9144576549,15.603810666305613,15.603810666305613
7920,109027.57004003723,110880.67859476768,15.603810666305613,15.603810666305613
7980,110838.41088252199,111177.1509974275,15.603810666305613,15.603810666305613
8040,110838.41088252199,110787.57901761656,15.603810666305613,15.60419205697247
8100,110838.41088252199,110559.27459266175,15.603810666305613,15.603551269724981
8160,111225.76146374569,111358.97691243028,15.607016132890164,15.605784523340963
8220,111969.7147529363,111664.30414449624,15.609081192373502,15.608653081422455
8280,111969.7147529363,112304.3734537008,15.609081192373502,15.609081192373502
8340,111969.7147529363,112807.29804971906,15.609081192373502,15.609081192373502
8400,112652.32044897457,113482.859083725,15.609081192373502,15.609081192373502
8460,113356.36340667648,112401.57226934159,15.61173829483891,15.60916154274984
8520,112990.4353295943,113637.84304813242,15.61173829483891,15.61173829483891
8580,113583.27030893922,113479.43074571405,15.613593292443229,15.613097944987087
8640,113583.27030893922,114024.66659131658,15.613593292443229,15.613593292443229
8700,113583.27030893922,115281.0924435595,15.613593292443229,15.61359329244323
8760,114366.14884980109,114522.5840814126,15.613593292443229,15.613593292443229
8820,114366.14884980109,113991.0120121665,15.613593292443229,15.612640663475386
8880,114366.14884980109,113929.0653442589,15.613593292443229,15.61247436990602
8940,114366.14884980109,113068.65956866818,15.613593292443229,15.610146172544507
9000,114366.14884980109,113303.06958193296,15.613593292443229,15.61078390492325
9060,115115.5611018602,113929.54308205767,15.615495789657484,15.612475653054082
9120,114692.69779994996,115208.47330180867,15.615495789657484,15.615495789657484
9180,114692.69779994996,114934.32224116327,15.615495789657484,15.61611882656791
9240,115333.75302285832,115023.37930262747,15.617298987523132,15.616358177660041
9300,115422.93280480671,115701.38424102461,15.617298987523132,15.61729898752313
9360,115558.65135671808,115326.80197211445,15.619684842647375,15.617393973616997
9420,115558.65135671808,114645.02860044697,15.619684842647375,15.617256229525314
9480,115558.65135671808,114542.10345636346,15.619684842647375,15.616978408275928
9540,115558.65135671808,113609.08543197803,15.619684842647375,15.614437448560045
9600,115558.65135671808,114278.57684906607,15.619684842647375,15.616264846987406
9660,115558.65135671808,115055.77321569041,15.619684842647375,15.618360081948556
9720,115558.65135671808,114784.75824651698,15.619684842647375,15.6176326139629
9780,115558.65135671808,114090.8898216197,15.619684842647375,15.615754669581982
9840,115558.65135671808,113711.85124921311,15.619684842647375,15.614719321264854
9900,115558.65135671808,110890.17276358027,15.619684842647375,15.606793957085292
9960,115558.65135671808,111996.5383990537,15.619684842647375,15.609948081248625
10020,115558.65135671808,111921.81410714168,15.619684842647375,15.609736974496748
10080,115558.65135671808,112399.95397926953,15.619684842647375,15.611083037283215
10140,115558.65135671808,111757.38879956557,15.619684842647375,15.609271475759469
10200,115558.65135671808,111916.23766744675,15.619684842647375,15.609721209186887
10260,115558.65135671808,113612.27196894657,15.619684842647375,15.614446196306616
10320,115558.65135671808,115061.98696277906,15.619684842647375,15.61837672171496
10380,115558.65135671808,114674.34474055744,15.619684842647375,15.617335271826592
10440,115558.65135671808,115687.34484285297,15.619684842647375,15.620042401895262
10500,115558.65135671808,114339.439705165,15.619684842647375,15.616429934027293
10560,115558.65135671808,114379.59007096846,15.619684842647375,15.616538745343346
10620,115558.65135671808,113750.8863270776,15.619684842647375,15.614826258384253
10680,115558.65135671808,114088.81857259016,15.619684842647375,15.615749030262776
10740,115558.65135671808,113248.84742768577,15.619684842647375,15.613445405834565
10800,115558.65135671808,114134.38605124012,15.619684842647375,15.615873048944655
10860,115558.65135671808,113720.13624533129,15.619684842647375,15.61474202413764
10920,115558.65135671808,112832.68569959584,15.619684842647375,15.612291630001208
10980,115558.65135671808,113470.471073847,15.619684842647375,15.61405645556019
11040,115558.65135671808,113424.90359519703,15.619684842647375,15.613931010277195
11100,115558.65135671808,114475.34550687278,15.619684842647375,15.616797949717101
11160,115558.65135671808,114245.75551829023,15.619684842647375,15.616175749438922
11220,115558.65135671808,114392.97352623628,15.619684842647375,15.616574999144897
11280,115558.65135671808,114337.84643668073,15.619684842647375,15.61642561457279
11340,115558.65135671808,114383.89189587598,15.619684842647375,15.616550399257834
11400,115558.65135671808,114193.3369851579,15.619684842647375,15.616033348762189
11460,115558.65135671808,114719.27491181371,15.619684842647375,15.617456335893655
11520,115558.65135671808,114501.31578316628,15.619684842647375,15.616868176484443
11580,115558.65135671808,114592.92872101151,15.619684842647375,15.617115659783654
11640,115558.65135671808,113893.4838564193,15.619684842647375,15.615216295653031
11700,115558.65135671808,114145.53893062996,15.619684842647375,15.615903388383991
11760,115558.65135671808,113498.1939454732,15.619684842647375,15.614132727120214
11820,115558.65135671808,113605.42091446422,15.619684842647375,15.614427388056939
11880,115558.65135671808,114106.18519906864,15.619684842647375,15.615796307573268
11940,115558.65135671808,114141.39643257088,15.619684842647375,15.61589212012774
12000,115558.65135671808,114654.11023080727,15.619684842647375,15.61728071969141
12060,115558.65135671808,114269.17656500892,15.619684842647375,15.616239333883934
12120,115558.65135671808,113727.78393405577,15.619684842647375,15.614762977758279
12180,115558.65135671808,114121.0025959723,15.619684842647375,15.615836633945442
12240,115558.65135671808,111744.9613053883,15.619684842647375,15.609236238163446
12300,115558.65135671808,113888.54472411807,15.619684842647375,15.615202801986179
12360,115558.65135671808,114311.55750669037,15.619684842647375,15.61635432653465
12420,115558.65135671808,114078.14367374557,15.619684842647375,15.615719962896398
12480,115558.65135671808,113518.26912837494,15.619684842647375,15.614187935459126
12540,115558.65135671808,113574.19285217264,15.619684842647375,15.614341629261084
12600,115558.65135671808,113832.1430197751,15.619684842647375,15.615048631637622
12660,115558.65135671808,113197.38485564404,15.619684842647375,15.613303180338374
12720,115558.65135671808,113127.12171548794,15.619684842647375,15.613108791549129
12780,115558.65135671808,113913.3997124726,15.619684842647375,15.615270693964716
12840,115558.65135671808,114033.53215618616,15.619684842647375,15.615598429613007
12900,115558.65135671808,114088.97789943859,15.619684842647375,15.615749464063686
12960,115558.65135671808,113683.80972389005,15.619684842647375,15.614642456708872
13020,115558.65135671808,113758.37468895366,15.619684842647375,15.614846764629677
13080,115558.65135671808,113348.42670795233,15.619684842647375,15.613720250587825
13140,115558.65135671808,113044.59040800305,15.619684842647375,15.612880159437584
13200,115558.65135671808,111544.84678376465,15.619684842647375,15.608667763325652
13260,109092.4453910922,110488.03179815185,15.619684842647375,15.605632166925163
13320,109092.4453910922,108302.8754264807,15.619684842647375,15.5971737787911
13380,109092.4453910922,108432.51599152503,15.619684842647375,15.59791821482207
13440,109092.4453910922,107676.44181894821,15.619684842647375,15.5935523597393
13500,109092.4453910922,107798.4469121165,15.619684842647375,15.594260840498865
13560,109092.4453910922,107753.12145140552,15.619684842647375,15.593997816383355
13620,109092.4453910922,108059.35261068943,15.619684842647375,15.595770759946863
13680,109092.4453910922,107539.49069572471,15.619684842647375,15.592755249671542
13740,107578.66240918938,107867.49107269775,15.619684842647375,15.594661096682463
13800,107578.66240918938,107473.98399098129,15.619684842647375,15.594042358009993
13860,107578.66240918938,106735.00419487333,15.619684842647375,15.585870747580504
13920,107578.66240918938,105508.6014236613,15.619684842647375,15.572076071679033
13980,107578.66240918938,106693.83728385727,15.619684842647375,15.58541245062371
14040,107578.66240918938,106831.34151532485,15.619684842647375,15.586941962287872
14100,107578.66240918938,107993.80060098326,15.619684842647375,15.599728520393953
14160,107578.66240918938,107492.20541061135,15.619684842647375,15.594242537883897
14220,107578.66240918938,107926.14514476423,15.619684842647375,15.598991318534633
14280,107578.66240918938,107544.00148307827,15.619684842647375,15.5948112252765
14340,107578.66240918938,106917.21839117393,15.619684842647375,15.587895359400425
14400,107578.66240918938,107239.63628851692,15.619684842647375,15.591462219001892
14460,107578.66240918938,107720.1418728355,15.619684842647375,15.596741349964166
14520,107578.66240918938,107828.62680637374,15.619684842647375,15.597927213525471
14580,107578.66240918938,107796.23317147586,15.619684842647375,15.597573345373284
14640,107578.66240918938,108045.59667345019,15.619684842647375,15.600292334890804
14700,107578.66240918938,107643.03827310463,15.619684842647375,15.595897176779607
14760,107578.66240918938,107889.36487180727,15.619684842647375,15.598590186783305
14820,107578.66240918938,107773.45639693827,15.619684842647375,15.597324414079006
14880,107578.66240918938,107025.53460786371,15.619684842647375,15.589095859950639
14940,107578.66240918938,107105.00024347258,15.619684842647375,15.589975174155995
15000,107578.66240918938,106744.4523383852,15.619684842647375,15.585975884414706
15060,107578.66240918938,106526.97632076348,15.619684842647375,15.583551494729777
15120,107578.66240918938,107342.7222829055,15.619684842647375,15.59259846560542
15180,107578.66240918938,107176.87362090226,15.619684842647375,15.590769439702528
15240,107578.66240918938,106657.73187829401,15.619684842647375,15.585010232654113
15300,107578.66240918938,106245.89405128498,15.619684842647375,15.580404453790031
15360,107578.66240918938,106335.48269779944,15.619684842647375,15.581409170445854
15420,107578.66240918938,105601.39569029586,15.619684842647375,15.573130171109844
15480,107578.66240918938,105763.19514793684,15.619684842647375,15.574964052893318
15540,107578.66240918938,106083.92587679558,15.619684842647375,15.578584039707994
15600,107578.66240918938,105604.09515987067,15.619684842647375,15.573160810225785
15660,107578.66240918938,105558.3728939471,15.619684842647375,15.572641664974606
15720,107578.66240918938,107012.0372599896,15.619684842647375,15.58894638733877
15780,107578.66240918938,106849.90036865177,15.619684842647375,15.587148120882825
15840,107578.66240918938,107268.99302014313,15.619684842647375,15.591786003765076
15900,107578.66240918938,107010.18137465692,15.619684842647375,15.588925832130078
15960,107578.66240918938,106657.56316144559,15.619684842647375,15.585008352540415
16020,107578.66240918938,106015.08940263758,15.619684842647375,15.577808808531541
16080,107578.66240918938,106057.9434821379,15.619684842647375,15.578291537110115
16140,107578.66240918938,106175.2016917943,15.619684842647375,15.579610549624183
16200,107578.66240918938,106495.59498695617,15.619684842647375,15.583200905319895
16260,107578.66240918938,106330.58990919509,15.619684842647375,15.58135433927908
16320,107578.66240918938,106544.86030669669,15.619684842647375,15.583751207663202
16380,107578.66240918938,106481.42277168835,15.619684842647375,15.583042512057137
16440,107578.66240918938,106694.51215125098,15.619684842647375,15.585419966322512
16500,107578.66240918938,106524.44556803709,15.619684842647375,15.58352322846304
16560,107578.66240918938,106898.49082099859,15.619684842647375,15.587687568315367
16620,107578.66240918938,107826.26477049576,15.619684842647375,15.597901417283383
16680,107578.66240918938,107865.4070793307,15.619684842647375,15.598328763104226
16740,107578.66240918938,108823.8874952415,15.619684842647375,15.608704460017428
16800,110453.94643854574,109750.4804267997,15.626663616222535,15.618575482117299
16860,110453.94643854574,111574.22195319274,15.626663616222535,15.626663616222535
16920,110453.94643854574,110835.39329741773,15.626663616222535,15.626663616222533
16980,110453.94643854574,110824.45463288638,15.626663616222535,15.626663616222535
17040,110731.189318446,111261.68868086829,15.626663616222535,15.626663616222537
17100,110731.189318446,111025.20589280591,15.626663616222535,15.627866167552643
17160,110751.02684866573,111378.11004526907,15.628404423098084,15.62883483996507
17220,110751.02684866573,109821.40090315296,15.628404423098084,15.625532794156358
17280,103407.45297506887,107042.51020007426,15.628404423098084,15.617524102724579
17340,103407.45297506887,104298.80950446636,15.628404423098084,15.612869687853761
17400,103407.45297506887,104239.32570427783,15.628404423098084,15.61251910827703
17460,103407.45297506887,104509.44066578973,15.628404423098084,15.614108001886928
17520,103407.45297506887,103958.48415584669,15.628404423098084,15.610858708233163
17580,103407.45297506887,104248.42705075476,15.628404423098084,15.612572773771495
17640,103407.45297506887,104377.47114187415,15.628404423098084,15.613332706352763
17700,103407.45297506887,104951.99363823068,15.628404423098084,15.61669423974863
17760,103407.45297506887,104407.53809005689,15.628404423098084,15.613509509504544
17820,103407.45297506887,104535.93208499935,15.628404423098084,15.614263407220326
17880,103407.45297506887,104439.88037485885,15.628404423098084,15.613699583174569
17940,103407.45297506887,104851.06620676324,15.628404423098084,15.61610627583307
18000,103407.45297506887,104225.67368456244,15.628404423098084,15.612438593153854
18060,103407.45297506887,104416.80196057806,15.628404423098084,15.61356396427672
18120,103407.45297506887,103497.4034423634,15.628404423098084,15.608113925857849
18180,103407.45297506887,104595.09083709944,15.628404423098084,15.614610174321486
18240,103407.45297506887,105344.65172909271,15.628404423098084,15.618971412805497
18300,103407.45297506887,105293.29413111573,15.628404423098084,15.618674498422568
18360,103407.45297506887,105485.88512352946,15.628404423098084,15.619786494632953
18420,103407.45297506887,105528.79147120642,15.628404423098084,15.62003369916273
18480,103407.45297506887,106064.1456729033,15.628404423098084,15.623101972314236
18540,103407.45297506887,106893.83091870243,15.628404423098084,15.627798753607824
18600,103407.45297506887,106993.2956337718,15.628404423098084,15.628357113359693
18660,103407.45297506887,107428.53502422238,15.628404423098084,15.630788697638017
18720,103407.45297506887,107068.54426625073,15.628404423098084,15.628778869733697
18780,103407.45297506887,106587.7981434155,15.628404423098084,15.62607450993095
18840,103407.45297506887,106946.00113690057,15.628404423098084,15.628091743309856
18900,103407.45297506887,107052.12933778341,15.628404423098084,15.628686915345943
18960,107576.56512663364,107465.75303035126,15.6333050675462,15.630995747065347
19020,107576.56512663364,107515.23636517426,15.6333050675462,15.633054260846604
19080,107576.56512663364,107460.54739879258,15.6333050675462,15.63289895239927
19140,107576.56512663364,107429.45600391086,15.6333050675462,15.632810588384961
19200,107576.56512663364,105987.13416750064,15.6333050675462,15.62865554648698
19260,107576.56512663364,105876.32124728119,15.6333050675462,15.628331726450583
19320,107576.56512663364,106888.30628991834,15.6333050675462,15.631264529222014
19380,107576.56512663364,106608.80262208426,15.6333050675462,15.630459964120977
19440,107576.56512663364,106579.14621465861,15.6333050675462,15.63037435393426
19500,107576.56512663364,106784.18997782726,15.6333050675462,15.630965307853712
19560,107703.85866640974,107615.68548709979,15.635127323278533,15.633339118050795
19620,107703.85866640974,107848.43028651067,15.635127323278533,15.635192421715717
19680,107703.85866640974,108003.15622154648,15.635127323278533,15.635636079847483
19740,108277.16455366391,108619.02924749826,15.63789970101659,15.637389740084487
19800,108277.16455366391,108037.04388216064,15.63789970101659,15.637123680840038
19860,108277.16455366391,107973.07676435955,15.63789970101659,15.636940878256272
19920,108277.16455366391,108212.35525987479,15.63789970101659,15.637623592467454
19980,108277.16455366391,107220.62565546259,15.63789970101659,15.634774506726266
20040,108277.16455366391,106964.91670325531,15.63789970101659,15.634031498034918
20100,108277.16455366391,107400.24404609604,15.63789970101659,15.635294347008998
20160,108277.16455366391,107157.9346896376,15.63789970101659,15.634592668354891
20220,108277.16455366391,106684.1632685174,15.63789970101659,15.633211697857243
20280,108277.16455366391,107391.94905825151,15.63789970101659,15.635270377713486
20340,108277.16455366391,107680.99748083393,15.63789970101659,15.636103480893425
20400,108277.16455366391,108169.44464967906,15.63789970101659,15.637501376933962
20460,108277.16455366391,107634.09889571294,15.63789970101659,15.635968606604388
20520,108277.16455366391,107971.32205539245,15.63789970101659,15.636935860729489
20580,108277.16455366391,107665.20510012993,15.63789970101659,15.636058076902847
20640,108277.16455366391,107335.00077631888,15.63789970101659,15.635105721240913
20700,108277.16455366391,107018.0365292597,15.63789970101659,15.634186133683318
20760,108277.16455366391,106846.39408847674,15.63789970101659,15.63368592693646
20820,108277.16455366391,105773.78835258039,15.63789970101659,15.630524070408047
20880,108277.16455366391,105752.73184497506,15.63789970101659,15.630461370475235
20940,108277.16455366391,104623.4968651401,15.63789970101659,15.627062632395436
21000,108277.16455366391,105002.0354450452,15.63789970101659,15.628209926704402
21060,108277.16455366391,104995.8142041618,15.63789970101659,15.62819113655145
21120,108277.16455366391,104596.85719263939,15.63789970101659,15.62698158510154
21180,108277.16455366391,105038.24625736653,15.63789970101659,15.628319251745497
21240,108277.16455366391,105428.42972405336,15.63789970101659,15.629492597124797
21300,108277.16455366391,105433.53433195771,15.63789970101659,15.629507891125991
21360,108277.16455366391,104957.68916387639,15.63789970101659,15.628075938974769
21420,108277.16455366391,105378.50027798921,15.63789970101659,15.629342926129496
21480,108277.16455366391,105066.64063883433,15.63789970101659,15.62840492634532
21540,108277.16455366391,104717.6130733761,15.63789970101659,15.627348643675209
21600,102071.32251245051,102708.94986302407,15.63789970101659,15.621133059015067
21660,102071.32251245051,102495.53580328806,15.63789970101659,15.62141428016254
21720,102071.32251245051,103581.28460833094,15.63789970101659,15.627904865038758
21780,102071.32251245051,103610.72588678976,15.63789970101659,15.628079044370969
21840,102071.32251245051,103952.3097805111,15.63789970101659,15.630092978644777
21900,102071.32251245051,103420.41486028787,15.63789970101659,15.62695145121967
21960,102071.32251245051,103659.52358589282,15.63789970101659,15.628367530039112
22020,105964.95353316278,104422.06896387647,15.643331232078074,15.63284193564889
22080,105964.95353316278,108210.39729821528,15.643331232078074,15.643331232078076
22140,105964.95353316278,110598.35181079198,15.643331232078074,15.643331232078074
22200,105964.95353316278,110243.8739250731,15.643331232078074,15.643331232078074
22260,105964.95353316278,108877.5853752634,15.643331232078074,15.643331232078074
22320,105964.95353316278,110137.34283938263,15.643331232078074,15.643331232078074
22380,105964.95353316278,110754.78512311276,15.643331232078074,15.643331232078072
22440,105964.95353316278,109328.73904799653,15.643331232078074,15.643331232078074
22500,105964.95353316278,109728.42616097613,15.643331232078074,15.643331232078074
22560,109510.69654722256,109937.73393286133,15.643331232078074,15.643331232078074
22620,109510.69654722256,109588.2287470735,15.643331232078074,15.643549803802747
22680,109510.69654722256,109402.2908882198,15.643331232078074,15.643022112567316
22740,110637.52460753798,109600.19899549756,15.646415429478255,15.643583715215577
22800,109033.48179893075,109013.17227893075,15.646415429478255,15.643437621642557
22860,109033.48179893075,110077.09357145976,15.646415429478255,15.646441018901845
22920,111271.84583914532,111247.31123074912,15.650797061905255,15.649679434874535
22980,111132.26126714499,112450.19434993617,15.650797061905255,15.650797061905257
23040,111132.26126714499,111264.89938784589,15.650797061905255,15.651933460104646
23100,111132.26126714499,110447.34817827634,15.650797061905255,15.649641966457859
23160,111132.26126714499,111108.2552986686,15.650797061905255,15.651496966239595
23220,111132.26126714499,110379.0060068514,15.650797061905255,15.649448905159826
23280,111132.26126714499,110440.00299162786,15.650797061905255,15.649621228110915
23340,111132.26126714499,110156.2552378378,15.650797061905255,15.648818022016174
23400,111132.26126714499,110391.46088855967,15.650797061905255,15.649484106685522
23460,111132.26126714499,110312.8993270151,15.650797061905255,15.649261935885972
23520,111132.26126714499,110109.62927041705,15.650797061905255,15.648685649579262
23580,111132.26126714499,110459.96273795524,15.650797061905255,15.649677576007113
23640,111132.26126714499,111157.91514753112,15.650797061905255,15.651635475574645
23700,111132.26126714499,111009.4146348554,15.650797061905255,15.651220922195414
23760,111132.26126714499,110765.42669574948,15.650797061905255,15.650537441009503
23820,111132.26126714499,111016.75982150389,15.650797061905255,15.651241452540742
23880,111132.26126714499,110455.49175477792,15.650797061905255,15.649664955813028
